-1.25E-06	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075	-0.00000075
-1.76E-06	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056	-0.000001056
-2.28E-06	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368	-0.000001368
-2.81E-06	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686	-0.000001686
-3.35E-06	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201	-0.00000201
-3.90E-06	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234	-0.00000234
-4.46E-06	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676	-0.000002676
-5.02E-06	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012	-0.000003012
-5.58E-06	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348	-0.000003348
-6.15E-06	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369	-0.00000369
-6.71E-06	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026	-0.000004026
-7.28E-06	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368	-0.000004368
-7.84E-06	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704	-0.000004704
-8.40E-06	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504	-0.00000504
-8.95E-06	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537	-0.00000537
